Categoria;ID_Subcategoria;ID_Modelo;Cor;UF;ID_Cidade;ID_Regiao;Quantidade Vendida;Total Venda;Data Venda
Bicicletas;1.0;1.0;Prata;GO;82.0;4.0;2;43.96;01/08/2017
Bicicletas;2.0;2.0;Vermelho;RS;83.0;5.0;2;69.98;01/08/2017
Bicicletas;1.0;1.0;Preto;RS;83.0;5.0;1;3578.27;01/10/2017
Bicicletas;2.0;2.0;Vermelho;TO;87.0;3.0;1;3578.27;01/08/2017
Bicicletas;2.0;2.0;Vermelho;SP;90.0;2.0;1;32.6;01/08/2017
Bicicletas;2.0;2.0;Vermelho;RS;92.0;5.0;1;3578.27;01/08/2017
Bicicletas;2.0;2.0;Vermelho;RS;93.0;5.0;1;4.99;01/08/2017
Bicicletas;2.0;2.0;Vermelho;MG;94.0;2.0;1;28.99;01/08/2017
Bicicletas;2.0;2.0;Vermelho;BA;99.0;1.0;1;24.49;01/08/2017
Bicicletas;2.0;2.0;Vermelho;MA;100.0;1.0;1;3374.99;01/08/2017
Bicicletas;2.0;2.0;Vermelho;MG;103.0;2.0;1;3374.99;01/08/2017
Bicicletas;2.0;2.0;Vermelho;RS;104.0;5.0;3;73.47;01/08/2017
Bicicletas;2.0;2.0;Vermelho;RN;108.0;1.0;2;4.58;01/08/2017
Bicicletas;2.0;2.0;Vermelho;SC;109.0;5.0;1;24.99;01/08/2017
Bicicletas;2.0;2.0;Vermelho;SE;110.0;1.0;1;3.99;01/08/2017
Bicicletas;2.0;3.0;Preto;MA;115.0;1.0;1;3578.27;01/08/2017
Bicicletas;2.0;2.0;Vermelho;RS;121.0;5.0;2;9.98;01/09/2017
Bicicletas;1.0;1.0;Prata;MG;123.0;2.0;1;9.99;01/09/2017
Bicicletas;2.0;2.0;Vermelho;BA;126.0;1.0;1;4.99;01/09/2017
Bicicletas;2.0;2.0;Vermelho;PI;127.0;3.0;1;2294.99;01/09/2017
Bicicletas;2.0;2.0;Vermelho;TO;129.0;3.0;1;3374.99;01/09/2017
Bicicletas;2.0;2.0;Vermelho;RN;130.0;1.0;1;3374.99;01/09/2017
Bicicletas;2.0;2.0;Vermelho;MG;132.0;2.0;1;3374.99;01/09/2017
Bicicletas;2.0;2.0;Vermelho;MG;133.0;2.0;1;53.99;01/09/2017
Bicicletas;2.0;2.0;Vermelho;MG;134.0;2.0;3;14.97;01/09/2017
Bicicletas;2.0;2.0;Vermelho;SE;138.0;1.0;1;3578.27;01/09/2017
Bicicletas;2.0;2.0;Vermelho;MG;139.0;2.0;1;34.99;01/09/2017
Bicicletas;2.0;2.0;Vermelho;ES;141.0;2.0;1;3578.27;01/09/2017
Bicicletas;2.0;2.0;Vermelho;SP;142.0;2.0;1;3578.27;01/09/2017
Bicicletas;2.0;2.0;Vermelho;RN;144.0;1.0;1;2294.99;01/09/2017
Bicicletas;2.0;2.0;Vermelho;MG;149.0;2.0;1;2443.35;01/09/2017
Bicicletas;2.0;2.0;Vermelho;PE;152.0;1.0;1;2384.07;01/09/2017
Bicicletas;2.0;2.0;Vermelho;RS;157.0;5.0;2;69.98;01/09/2017
Bicicletas;2.0;2.0;Vermelho;MG;158.0;2.0;2;17.98;01/09/2017
Bicicletas;2.0;2.0;Vermelho;PE;159.0;1.0;1;34.99;01/09/2017
Bicicletas;2.0;2.0;Vermelho;RS;163.0;5.0;1;3374.99;01/09/2017
Bicicletas;2.0;2.0;Vermelho;PE;164.0;1.0;1;1700.99;01/09/2017
Bicicletas;2.0;2.0;Vermelho;PB;167.0;1.0;1;2384.07;01/09/2017
Bicicletas;2.0;2.0;Vermelho;PR;173.0;5.0;1;2384.08;01/10/2017
Bicicletas;1.0;1.0;Preto;MT;181.0;4.0;2;9.98;01/10/2017
Bicicletas;1.0;1.0;Preto;PE;182.0;1.0;2;107.98;01/10/2017
Bicicletas;1.0;1.0;Prata;MT;184.0;4.0;1;9.99;01/10/2017
Bicicletas;1.0;1.0;Prata;PI;187.0;3.0;1;3578.27;01/10/2017
Bicicletas;1.0;1.0;Prata;BA;189.0;1.0;1;3578.27;01/10/2017
Bicicletas;2.0;2.0;Vermelho;SP;190.0;2.0;1;2384.07;01/10/2017
Bicicletas;2.0;2.0;Vermelho;PB;191.0;1.0;1;24.49;01/10/2017
Bicicletas;2.0;2.0;Vermelho;AM;195.0;3.0;4;140.0;01/10/2017
Bicicletas;2.0;2.0;Vermelho;MA;198.0;1.0;1;8.99;01/10/2017
Bicicletas;2.0;2.0;Vermelho;RS;200.0;5.0;1;3374.99;01/10/2017
Bicicletas;2.0;2.0;Vermelho;PR;201.0;5.0;1;24.99;01/10/2017
Bicicletas;2.0;2.0;Vermelho;ES;204.0;2.0;1;3374.99;01/10/2017
Bicicletas;2.0;2.0;Vermelho;PR;208.0;5.0;1;539.99;01/10/2017
Bicicletas;2.0;2.0;Vermelho;MG;209.0;2.0;1;2384.07;01/10/2017
Bicicletas;2.0;2.0;Vermelho;BA;210.0;1.0;1;742.35;01/10/2017
Bicicletas;2.0;2.0;Vermelho;MT;215.0;4.0;2;17.98;01/10/2017
Bicicletas;2.0;2.0;Vermelho;MG;216.0;2.0;2;69.98;01/11/2017
Bicicletas;2.0;2.0;Vermelho;PE;222.0;1.0;1;54.99;01/10/2017
Bicicletas;2.0;2.0;Vermelho;BA;224.0;1.0;1;3578.27;01/10/2017
Bicicletas;2.0;2.0;Vermelho;PE;225.0;1.0;1;3578.27;01/10/2017
Bicicletas;2.0;2.0;Vermelho;RS;231.0;5.0;1;3578.27;01/11/2017
Bicicletas;2.0;2.0;Vermelho;BA;234.0;1.0;1;8.99;01/11/2017
Bicicletas;1.0;1.0;Preto;MG;236.0;2.0;1;53.99;01/11/2017
Bicicletas;1.0;1.0;Preto;MG;239.0;2.0;1;120.0;01/11/2017
Bicicletas;1.0;1.0;Preto;RS;240.0;5.0;1;3578.27;01/11/2017
Bicicletas;1.0;1.0;Preto;MS;241.0;4.0;1;9.99;01/11/2017
Bicicletas;1.0;1.0;Prata;RN;243.0;1.0;1;3578.27;01/11/2017
Bicicletas;1.0;1.0;Prata;PB;246.0;1.0;1;3578.27;01/11/2017
Bicicletas;1.0;1.0;Prata;RO;249.0;3.0;1;1120.49;01/11/2017
Bicicletas;1.0;1.0;Prata;SC;250.0;5.0;1;3578.27;01/11/2017
Bicicletas;2.0;2.0;Vermelho;RS;251.0;5.0;1;3578.27;01/11/2017
Bicicletas;2.0;2.0;Vermelho;TO;259.0;3.0;1;24.49;01/11/2017
Bicicletas;2.0;2.0;Vermelho;SE;260.0;1.0;4;9.16;01/11/2017
Bicicletas;2.0;2.0;Vermelho;PI;261.0;3.0;1;3578.27;01/11/2017
Bicicletas;2.0;2.0;Vermelho;PE;262.0;1.0;1;3578.27;01/11/2017
Bicicletas;2.0;2.0;Vermelho;RS;263.0;5.0;2;7.98;01/11/2017
Bicicletas;2.0;2.0;Vermelho;RS;264.0;5.0;2;7156.54;01/11/2017
Bicicletas;2.0;2.0;Vermelho;PR;266.0;5.0;1;7.95;01/11/2017
Bicicletas;2.0;2.0;Vermelho;PA;269.0;3.0;1;3374.99;01/11/2017
Bicicletas;2.0;2.0;Vermelho;PR;271.0;5.0;1;3374.99;01/11/2017
Bicicletas;2.0;2.0;Vermelho;ES;272.0;2.0;1;21.49;01/12/2017
Bicicletas;2.0;2.0;Vermelho;TO;275.0;3.0;1;2294.99;01/11/2017
Bicicletas;2.0;2.0;Vermelho;BA;278.0;1.0;1;769.49;01/11/2017
Bicicletas;2.0;3.0;Preto;RS;281.0;5.0;1;1120.49;01/11/2017
Bicicletas;2.0;2.0;Vermelho;ES;285.0;2.0;1;34.99;01/12/2017
Bicicletas;2.0;2.0;Vermelho;MT;289.0;4.0;1;21.49;01/12/2017
Bicicletas;1.0;1.0;Preto;RO;290.0;3.0;1;3578.27;01/12/2017
Bicicletas;1.0;1.0;Preto;GO;291.0;4.0;1;3578.27;01/12/2017
Bicicletas;1.0;1.0;Preto;GO;292.0;4.0;1;49.99;01/12/2017
Bicicletas;1.0;1.0;Preto;MG;295.0;2.0;1;3578.27;01/12/2017
Bicicletas;1.0;1.0;Preto;PI;296.0;3.0;1;3374.99;01/12/2017
Bicicletas;1.0;1.0;Preto;AL;298.0;1.0;1;3578.27;01/12/2017
Bicicletas;1.0;1.0;Preto;RS;299.0;5.0;1;3374.99;01/12/2017
Bicicletas;1.0;1.0;Preto;PB;300.0;1.0;1;3578.27;01/12/2017
Bicicletas;1.0;1.0;Prata;BA;302.0;1.0;1;3578.27;01/12/2017
Bicicletas;1.0;1.0;Prata;AL;304.0;1.0;1;3578.27;01/12/2017
Bicicletas;2.0;2.0;Vermelho;MG;306.0;2.0;2;6749.98;01/12/2017
Bicicletas;2.0;2.0;Vermelho;SP;310.0;2.0;1;3374.99;01/12/2017
Bicicletas;2.0;2.0;Vermelho;RS;313.0;5.0;1;3374.99;01/12/2017
Bicicletas;2.0;2.0;Vermelho;SP;318.0;2.0;1;3399.99;01/12/2017
Bicicletas;2.0;2.0;Vermelho;RS;324.0;5.0;1;3578.27;01/12/2017
Bicicletas;2.0;2.0;Vermelho;GO;331.0;4.0;1;3578.27;01/12/2017
Bicicletas;2.0;2.0;Vermelho;SC;335.0;5.0;1;3578.27;01/12/2017
Bicicletas;2.0;2.0;Vermelho;RS;336.0;5.0;1;3578.27;01/12/2017
Bicicletas;2.0;2.0;Vermelho;RS;339.0;5.0;2;17.98;01/12/2017
Bicicletas;2.0;2.0;Vermelho;SP;340.0;2.0;1;7.95;01/12/2017
Bicicletas;2.0;2.0;Vermelho;SP;343.0;2.0;1;2319.99;01/12/2017
Bicicletas;2.0;2.0;Vermelho;RS;348.0;5.0;1;9.99;01/12/2017
Bicicletas;2.0;3.0;Vermelho;RS;355.0;5.0;1;3.99;01/12/2017
Bicicletas;2.0;2.0;Vermelho;AP;477.0;3.0;1;3.99;01/10/2017
Bicicletas;2.0;3.0;Vermelho;BA;493.0;1.0;2;69.98;01/11/2017
Bicicletas;1.0;1.0;Preto;PR;502.0;5.0;1;1120.49;01/12/2017
Bicicletas;1.0;1.0;Prata;BA;507.0;1.0;2;109.98;01/08/2017
Bicicletas;1.0;1.0;Preto;CE;508.0;1.0;2;4.58;01/10/2017
Bicicletas;2.0;2.0;Vermelho;MG;510.0;2.0;1;21.98;01/11/2017
Bicicletas;1.0;1.0;Preto;TO;511.0;3.0;1;21.98;01/12/2017
Bicicletas;2.0;2.0;Vermelho;SC;514.0;5.0;1;3.99;01/12/2017
Bicicletas;1.0;1.0;Prata;MA;529.0;1.0;1;21.98;01/10/2017
