Categoria;ID_Subcategoria;ID_Modelo;Cor;UF;ID_Cidade;ID_Regiao;Quantidade Vendida;Total Venda;Data Venda
Bicicletas;2.0;3.0;Vermelho;SP;460.0;2.0;1;2319.99;01/05/2018
Bicicletas;1.0;1.0;Prata;RS;462.0;5.0;1;24.49;01/04/2018
Bicicletas;2.0;2.0;Vermelho;AL;463.0;1.0;1;2319.99;01/03/2018
Bicicletas;2.0;2.0;Vermelho;RS;464.0;5.0;1;2319.99;01/03/2018
Bicicletas;1.0;1.0;Preto;SP;469.0;2.0;1;2319.99;01/03/2018
Bicicletas;1.0;1.0;Preto;PB;470.0;1.0;1;2319.99;01/03/2018
Bicicletas;1.0;1.0;Preto;SE;471.0;1.0;1;8.99;01/03/2018
Bicicletas;1.0;1.0;Preto;GO;472.0;4.0;1;34.99;01/03/2018
Bicicletas;1.0;1.0;Prata;CE;475.0;1.0;1;2443.35;01/03/2018
Bicicletas;1.0;1.0;Prata;MT;476.0;4.0;1;69.99;01/03/2018
Bicicletas;1.0;1.0;Prata;SE;479.0;1.0;1;21.98;01/03/2018
Bicicletas;1.0;1.0;Prata;MG;480.0;2.0;1;21.98;01/03/2018
Bicicletas;2.0;2.0;Vermelho;PI;484.0;3.0;1;4.99;01/03/2018
Bicicletas;2.0;2.0;Vermelho;RS;489.0;5.0;3;105.0;01/03/2018
Bicicletas;2.0;2.0;Vermelho;AL;490.0;1.0;3;161.97;01/03/2018
Bicicletas;2.0;2.0;Vermelho;SP;491.0;2.0;1;21.98;01/03/2018
Bicicletas;2.0;5.0;Preto;RJ;492.0;2.0;2;19.98;01/12/2018
Bicicletas;2.0;5.0;Preto;BA;493.0;1.0;1;21.98;01/08/2018
Bicicletas;2.0;2.0;Vermelho;SC;497.0;5.0;1;24.99;01/03/2018
Bicicletas;2.0;2.0;Vermelho;PR;498.0;5.0;1;2.29;01/03/2018
Bicicletas;2.0;2.0;Vermelho;MG;500.0;2.0;1;1700.99;01/03/2018
Bicicletas;2.0;2.0;Vermelho;PI;503.0;3.0;1;539.99;01/03/2018
Bicicletas;2.0;2.0;Vermelho;SE;505.0;1.0;1;8.99;01/03/2018
Bicicletas;2.0;2.0;Vermelho;RN;509.0;1.0;1;35.1;01/03/2018
Bicicletas;2.0;2.0;Vermelho;MG;512.0;2.0;1;35.0;01/03/2018
Bicicletas;2.0;2.0;Vermelho;PR;513.0;5.0;1;24.99;01/03/2018
Bicicletas;2.0;2.0;Vermelho;PB;515.0;1.0;1;782.99;01/03/2018
Bicicletas;1.0;1.0;Preto;RJ;516.0;2.0;1;782.99;01/01/2018
Bicicletas;2.0;2.0;Vermelho;PI;517.0;3.0;1;782.99;01/01/2018
Bicicletas;2.0;2.0;Vermelho;BA;518.0;1.0;1;2443.35;01/03/2018
Bicicletas;2.0;2.0;Vermelho;RS;519.0;5.0;1;8.99;01/03/2018
Bicicletas;2.0;3.0;Preto;PE;520.0;1.0;1;24.49;01/03/2018
Bicicletas;2.0;2.0;Vermelho;RS;521.0;5.0;1;53.99;01/05/2018
Bicicletas;2.0;2.0;Vermelho;GO;522.0;4.0;2;49.98;01/05/2018
Bicicletas;2.0;2.0;Vermelho;PR;523.0;5.0;1;3374.99;01/06/2018
Bicicletas;1.0;1.0;Preto;MG;524.0;2.0;1;3374.99;01/04/2018
Bicicletas;2.0;5.0;Preto;SP;525.0;2.0;1;3374.99;01/08/2018
Bicicletas;2.0;5.0;Preto;SP;525.0;2.0;1;3578.27;01/07/2018
Bicicletas;2.0;6.0;Amarela;SP;526.0;2.0;1;3578.27;01/08/2018
Bicicletas;2.0;5.0;Vermelho;RN;527.0;1.0;1;3578.27;01/09/2018
Bicicletas;2.0;2.0;Vermelho;PR;528.0;5.0;1;3578.27;01/04/2018
Bicicletas;1.0;4.0;Preto;MA;529.0;1.0;2;7156.54;01/10/2018
Bicicletas;1.0;1.0;Preto;PB;530.0;1.0;1;7156.54;01/04/2018
Bicicletas;1.0;4.0;Prata;MA;531.0;1.0;2;7156.54;01/10/2018
Bicicletas;1.0;1.0;Preto;BA;532.0;1.0;1;7156.54;01/04/2018
Bicicletas;1.0;1.0;Preto;GO;533.0;4.0;1;3399.99;01/04/2018
Bicicletas;2.0;5.0;Vermelho;GO;534.0;4.0;1;3578.27;01/10/2018
Bicicletas;2.0;5.0;Vermelho;SP;535.0;2.0;1;3578.27;01/10/2018
Bicicletas;1.0;1.0;Preto;SP;536.0;2.0;1;3578.27;01/04/2018
Bicicletas;1.0;1.0;Preto;PE;537.0;1.0;1;3578.27;01/04/2018
Bicicletas;1.0;1.0;Preto;RJ;538.0;2.0;1;3578.27;01/04/2018
Bicicletas;1.0;1.0;Preto;SP;539.0;2.0;1;3578.27;01/04/2018
Bicicletas;2.0;3.0;Vermelho;MA;540.0;1.0;1;3578.27;01/11/2018
Bicicletas;1.0;4.0;Preto;MT;541.0;4.0;1;3578.27;01/12/2018
Bicicletas;1.0;1.0;Preto;RS;542.0;5.0;1;2443.35;01/04/2018
Bicicletas;1.0;4.0;Prata;RS;543.0;5.0;1;2443.35;01/12/2018
Bicicletas;1.0;1.0;Prata;RS;544.0;5.0;1;2443.35;01/04/2018
Bicicletas;2.0;5.0;Vermelho;RS;545.0;5.0;1;2443.35;01/12/2018
Bicicletas;2.0;6.0;Amarela;SC;546.0;5.0;1;782.99;01/12/2018
Bicicletas;2.0;3.0;Vermelho;SC;546.0;5.0;1;782.99;01/11/2018
Bicicletas;1.0;1.0;Prata;BA;549.0;1.0;1;782.99;01/04/2018
Bicicletas;2.0;2.0;Vermelho;GO;551.0;4.0;1;2443.35;01/04/2018
Bicicletas;2.0;2.0;Vermelho;GO;552.0;4.0;1;2443.35;01/04/2018
Bicicletas;2.0;2.0;Vermelho;SP;553.0;2.0;1;2443.35;01/04/2018
Bicicletas;2.0;2.0;Vermelho;RS;554.0;5.0;1;2443.35;01/04/2018
Bicicletas;2.0;2.0;Vermelho;MS;556.0;4.0;1;2443.35;01/04/2018
Bicicletas;2.0;2.0;Vermelho;PA;557.0;3.0;1;2443.35;01/04/2018
Bicicletas;2.0;2.0;Vermelho;SP;558.0;2.0;1;2443.35;01/04/2018
