Categoria;ID_Subcategoria;ID_Modelo;Cor;UF;ID_Cidade;ID_Regiao;Quantidade Vendida;Total Venda;Data Venda
Bicicletas;1.0;4.0;Prata;RS;74.0;5.0;1;3578.27;01/01/2019
Bicicletas;2.0;5.0;Vermelho;RS;75.0;5.0;1;24.99;01/01/2019
Bicicletas;1.0;4.0;Prata;RS;75.0;5.0;1;4.99;01/04/2019
Bicicletas;1.0;4.0;Preto;PI;76.0;3.0;1;3578.27;01/02/2019
Bicicletas;2.0;5.0;Preto;PR;77.0;5.0;1;3578.27;01/02/2019
Bicicletas;2.0;5.0;Vermelho;SP;80.0;2.0;5;11.45;01/02/2019
Acessórios;8.0;18.0;Prata;SP;80.0;2.0;2;15.9;01/09/2019
Bicicletas;2.0;3.0;Preto;SP;81.0;2.0;1;3578.27;01/02/2019
Bicicletas;1.0;4.0;Prata;PR;84.0;5.0;2;9.98;01/03/2019
Bicicletas;2.0;6.0;Amarela;PR;84.0;5.0;1;159.0;01/12/2019
Bicicletas;2.0;5.0;Preto;PR;85.0;5.0;1;8.99;01/04/2019
Bicicletas;1.0;4.0;Preto;BA;86.0;1.0;1;4.99;01/05/2019
Bicicletas;2.0;5.0;Preto;TO;87.0;3.0;1;3578.27;01/07/2019
Bicicletas;1.0;4.0;Preto;CE;88.0;1.0;1;3578.27;01/05/2019
Bicicletas;1.0;4.0;Preto;BA;89.0;1.0;1;34.99;01/05/2019
Acessórios;8.0;18.0;Prata;BA;89.0;1.0;1;35.0;01/08/2019
Bicicletas;1.0;4.0;Prata;SP;91.0;2.0;1;3578.27;01/05/2019
Acessórios;11.0;25.0;;SP;91.0;2.0;1;21.49;01/10/2019
Acessórios;6.0;14.0;;SP;91.0;2.0;1;24.99;01/10/2019
Bicicletas;1.0;4.0;Prata;AL;95.0;1.0;1;2443.35;01/05/2019
Bicicletas;2.0;5.0;Preto;PI;96.0;3.0;1;1700.99;01/05/2019
Acessórios;4.0;13.0;;PI;96.0;3.0;1;1120.49;01/08/2019
Bicicletas;1.0;4.0;Prata;BA;97.0;1.0;1;539.99;01/06/2019
Bicicletas;2.0;5.0;Preto;BA;98.0;1.0;1;2384.07;01/06/2019
Bicicletas;2.0;29.0;Preto;MA;100.0;1.0;1;8.99;01/10/2019
Acessórios;3.0;7.0;;MA;101.0;1.0;3;14.97;01/07/2019
Bicicletas;2.0;29.0;Preto;RS;101.0;5.0;3;104.97;01/07/2019
Acessórios;4.0;8.0;;RS;102.0;5.0;1;3374.99;01/07/2019
Bicicletas;2.0;29.0;Preto;RS;104.0;5.0;1;3399.99;01/11/2019
Acessórios;5.0;15.0;;PB;104.0;1.0;2;19.98;01/11/2019
Roupas;15.0;36.0;Multi;PB;104.0;1.0;2;69.98;01/10/2019
Acessórios;5.0;9.0;;RJ;105.0;2.0;1;3399.99;01/07/2019
Acessórios;5.0;10.0;;PB;106.0;1.0;2;42.98;01/07/2019
Acessórios;5.0;11.0;;MG;107.0;2.0;1;3578.27;01/07/2019
Acessórios;11.0;25.0;;RN;108.0;1.0;1;8.99;01/10/2019
Bicicletas;1.0;4.0;Preto;PE;111.0;1.0;1;4.99;01/07/2019
Bicicletas;1.0;4.0;Prata;PE;111.0;1.0;1;2294.99;01/05/2019
Bicicletas;2.0;5.0;Preto;SP;112.0;2.0;1;3578.27;01/07/2019
Acessórios;4.0;13.0;;SP;112.0;2.0;1;769.49;01/10/2019
Bicicletas;2.0;5.0;Preto;MT;113.0;4.0;1;1120.49;01/07/2019
Bicicletas;1.0;4.0;Prata;MG;113.0;2.0;1;1120.49;01/07/2019
Bicicletas;2.0;12.0;Amarela;SP;114.0;2.0;1;539.99;01/07/2019
Acessórios;5.0;10.0;;SC;116.0;5.0;1;3578.27;01/08/2019
Acessórios;7.0;17.0;Preto;SC;116.0;5.0;1;3578.27;01/09/2019
Acessórios;4.0;8.0;;RN;117.0;1.0;1;3578.27;01/08/2019
Acessórios;4.0;13.0;;SP;118.0;2.0;1;539.99;01/08/2019
Bicicletas;2.0;5.0;Vermelho;SP;118.0;2.0;1;539.99;01/09/2019
Acessórios;5.0;19.0;;SP;118.0;2.0;1;1214.85;01/10/2019
Acessórios;6.0;14.0;;SP;119.0;2.0;1;8.99;01/08/2019
Acessórios;5.0;15.0;;MT;120.0;4.0;1;3578.27;01/08/2019
Acessórios;5.0;16.0;;SE;122.0;1.0;2;43.96;01/08/2019
Bicicletas;1.0;4.0;Preto;SE;122.0;1.0;2;59.98;01/07/2019
Acessórios;7.0;17.0;Vermelho;MG;123.0;2.0;1;3578.27;01/07/2019
Acessórios;5.0;11.0;;MG;124.0;2.0;1;3578.27;01/08/2019
Bicicletas;9.0;22.0;Amarela;MG;124.0;2.0;1;3578.27;01/12/2019
Acessórios;7.0;17.0;Azul;PR;125.0;5.0;1;34.99;01/08/2019
Bicicletas;2.0;5.0;Preto;PR;125.0;5.0;1;32.6;01/05/2019
Acessórios;4.0;13.0;;PR;125.0;5.0;1;28.99;01/12/2019
Bicicletas;2.0;12.0;Amarela;PI;127.0;3.0;2;7156.54;01/07/2019
Acessórios;7.0;17.0;Vermelho;AL;128.0;1.0;1;2319.99;01/08/2019
Acessórios;5.0;16.0;;AL;128.0;1.0;1;2443.35;01/08/2019
Acessórios;4.0;31.0;;TO;129.0;3.0;1;1120.49;01/10/2019
Bicicletas;2.0;5.0;Vermelho;SE;130.0;1.0;1;8.99;01/03/2019
Roupas;15.0;34.0;Amarela;RN;130.0;1.0;1;3374.99;01/08/2019
Acessórios;8.0;18.0;Prata;SC;131.0;5.0;1;3374.99;01/08/2019
Bicicletas;2.0;5.0;Preto;MG;133.0;2.0;1;3399.99;01/02/2019
Acessórios;5.0;19.0;;MG;135.0;2.0;1;3399.99;01/08/2019
Acessórios;5.0;20.0;;SP;136.0;2.0;2;17.98;01/08/2019
Bicicletas;2.0;5.0;Preto;SP;136.0;2.0;1;9.99;01/04/2019
Acessórios;5.0;21.0;;CE;137.0;1.0;1;3399.99;01/08/2019
Bicicletas;2.0;5.0;Preto;SE;138.0;1.0;1;21.98;01/08/2019
Acessórios;7.0;17.0;Azul;SC;138.0;5.0;1;34.99;01/09/2019
Bicicletas;2.0;5.0;Preto;MG;140.0;2.0;1;34.99;01/08/2019
Bicicletas;2.0;29.0;Preto;MG;140.0;2.0;1;54.99;01/11/2019
Acessórios;7.0;17.0;Azul;MG;140.0;2.0;1;2.29;01/08/2019
Roupas;13.0;30.0;Preto;ES;141.0;2.0;1;3578.27;01/10/2019
Componentes;27.0;61.0;Prata;SP;142.0;2.0;1;3.99;01/09/2019
Bicicletas;9.0;22.0;Azul;RS;143.0;5.0;1;3578.27;01/08/2019
Bicicletas;1.0;4.0;Preto;RS;143.0;5.0;1;4.99;01/05/2019
Bicicletas;2.0;6.0;Amarela;RS;143.0;5.0;1;3578.27;01/07/2019
Bicicletas;9.0;23.0;Azul;RS;145.0;5.0;1;3578.27;01/08/2019
Roupas;10.0;24.0;Branca;BA;146.0;1.0;1;769.49;01/08/2019
Acessórios;5.0;10.0;;RS;147.0;5.0;1;2443.35;01/09/2019
Acessórios;5.0;16.0;;RS;147.0;5.0;1;2443.35;01/08/2019
Acessórios;6.0;14.0;;BA;148.0;1.0;1;3578.27;01/09/2019
Acessórios;4.0;8.0;;BA;148.0;1.0;1;3578.27;01/10/2019
Acessórios;11.0;25.0;;BA;150.0;1.0;1;1700.99;01/09/2019
Bicicletas;2.0;5.0;Preto;BA;150.0;1.0;1;3578.27;01/08/2019
Acessórios;7.0;17.0;Preto;MG;151.0;2.0;1;1120.49;01/09/2019
Acessórios;5.0;21.0;;AL;153.0;1.0;1;3578.27;01/09/2019
Acessórios;12.0;26.0;;BA;154.0;1.0;1;24.49;01/09/2019
Acessórios;4.0;8.0;;MG;155.0;2.0;2;19.98;01/09/2019
Acessórios;4.0;13.0;;SC;156.0;5.0;2;9.98;01/09/2019
Bicicletas;1.0;4.0;Preto;SC;156.0;5.0;1;3374.99;01/07/2019
Acessórios;7.0;17.0;Vermelho;MG;160.0;2.0;1;34.99;01/09/2019
Acessórios;7.0;17.0;Azul;MG;160.0;2.0;1;3374.99;01/08/2019
Acessórios;5.0;19.0;;SP;161.0;2.0;1;3374.99;01/09/2019
Acessórios;5.0;9.0;;SE;162.0;1.0;1;2319.99;01/09/2019
Acessórios;5.0;27.0;;RS;165.0;5.0;1;3374.99;01/09/2019
Bicicletas;2.0;5.0;Preto;RS;165.0;5.0;1;3374.99;01/01/2019
Acessórios;5.0;20.0;;SP;166.0;2.0;1;539.99;01/09/2019
Roupas;13.0;30.0;Preto;SP;166.0;2.0;1;3399.99;01/09/2019
Acessórios;5.0;16.0;;PE;168.0;1.0;1;49.99;01/09/2019
Acessórios;5.0;28.0;;RN;169.0;1.0;1;3578.27;01/09/2019
Bicicletas;1.0;4.0;Preto;MG;170.0;2.0;1;53.99;01/09/2019
Bicicletas;2.0;5.0;Preto;MG;171.0;2.0;1;53.99;01/09/2019
Bicicletas;2.0;12.0;Amarela;SP;172.0;2.0;1;3578.27;01/09/2019
Bicicletas;2.0;6.0;Amarela;PA;174.0;3.0;3;26.97;01/09/2019
Bicicletas;2.0;29.0;Preto;PI;175.0;3.0;1;3578.27;01/09/2019
Bicicletas;9.0;22.0;Amarela;RO;176.0;3.0;2;43.96;01/09/2019
Roupas;13.0;30.0;Preto;TO;177.0;3.0;2;69.98;01/09/2019
Roupas;10.0;24.0;Branca;BA;178.0;1.0;2;69.98;01/09/2019
Acessórios;4.0;13.0;;ES;179.0;2.0;2;70.0;01/10/2019
Acessórios;7.0;17.0;Preto;GO;180.0;4.0;1;3578.27;01/10/2019
Acessórios;7.0;17.0;Vermelho;GO;180.0;4.0;2;49.98;01/09/2019
Bicicletas;2.0;5.0;Vermelho;PE;182.0;1.0;1;159.0;01/04/2019
Roupas;13.0;30.0;Preto;SP;183.0;2.0;1;3578.27;01/10/2019
Acessórios;4.0;31.0;;SP;185.0;2.0;1;4.99;01/10/2019
Acessórios;7.0;17.0;Vermelho;SP;185.0;2.0;1;34.99;01/08/2019
Acessórios;7.0;17.0;Azul;MG;186.0;2.0;1;54.99;01/10/2019
Roupas;13.0;30.0;Preto;MG;186.0;2.0;1;2.29;01/09/2019
Acessórios;5.0;27.0;;SC;188.0;5.0;1;2319.99;01/10/2019
Acessórios;4.0;31.0;;SP;190.0;2.0;1;24.49;01/08/2019
Acessórios;5.0;10.0;;SP;192.0;2.0;1;3578.27;01/10/2019
Acessórios;4.0;8.0;;PA;193.0;3.0;1;3578.27;01/10/2019
Acessórios;5.0;20.0;;PR;194.0;5.0;1;69.99;01/10/2019
Bicicletas;1.0;4.0;Prata;PR;194.0;5.0;5;3578.27;01/02/2019
Bicicletas;9.0;39.0;Amarela;RO;194.0;3.0;1;3578.27;01/09/2019
Bicicletas;9.0;39.0;Azul;AM;195.0;3.0;2;4.58;01/10/2019
Acessórios;5.0;11.0;;PI;196.0;3.0;2;3401.98;01/10/2019
Acessórios;5.0;21.0;;MA;197.0;1.0;2;107.98;01/10/2019
Bicicletas;2.0;5.0;Preto;MA;197.0;1.0;1;3578.27;03/06/2019
Bicicletas;1.0;4.0;Preto;MG;199.0;2.0;1;4.99;01/10/2019
Acessórios;5.0;38.0;;MG;199.0;2.0;1;32.6;01/12/2019
Bicicletas;1.0;4.0;Preto;RS;202.0;5.0;2;7156.54;01/10/2019
Bicicletas;1.0;32.0;Prata;MT;203.0;4.0;1;3.99;01/10/2019
Roupas;14.0;33.0;Multi;MT;203.0;4.0;1;2319.99;01/11/2019
Bicicletas;2.0;5.0;Vermelho;MT;203.0;4.0;2;7156.54;04/06/2019
Acessórios;11.0;25.0;;MT;203.0;4.0;1;2319.99;01/09/2019
Bicicletas;2.0;6.0;Amarela;GO;205.0;4.0;1;3374.99;01/10/2019
Bicicletas;2.0;6.0;Amarela;TO;206.0;3.0;1;2443.35;01/10/2019
Bicicletas;2.0;29.0;Preto;RS;207.0;5.0;1;1120.49;01/10/2019
Acessórios;5.0;11.0;;MG;209.0;2.0;1;2384.07;01/09/2019
Roupas;13.0;30.0;Preto;BA;210.0;1.0;1;3374.99;01/09/2019
Bicicletas;2.0;29.0;Preto;TO;211.0;3.0;1;8.99;01/10/2019
Bicicletas;2.0;29.0;Preto;SP;212.0;2.0;1;53.99;01/10/2019
Bicicletas;9.0;23.0;Azul;PI;213.0;3.0;4;19.96;01/10/2019
Roupas;14.0;33.0;Multi;AP;214.0;3.0;1;3399.99;01/10/2019
Roupas;10.0;24.0;Branca;MG;216.0;2.0;1;3578.27;01/10/2019
Acessórios;4.0;13.0;;SP;217.0;2.0;2;69.98;01/11/2019
Acessórios;11.0;25.0;;GO;218.0;4.0;2;69.98;01/11/2019
Acessórios;5.0;15.0;;PB;219.0;1.0;2;42.98;01/11/2019
Roupas;15.0;34.0;Amarela;PB;219.0;1.0;2;9.98;01/08/2019
Acessórios;7.0;17.0;Preto;PB;219.0;1.0;2;7.98;01/09/2019
Acessórios;5.0;10.0;;CE;220.0;1.0;1;3578.27;01/11/2019
Acessórios;4.0;31.0;;MA;221.0;1.0;1;3578.27;01/11/2019
Acessórios;4.0;8.0;;SC;223.0;5.0;1;3578.27;01/11/2019
Acessórios;7.0;17.0;Azul;PB;224.0;1.0;1;3578.27;01/11/2019
Roupas;17.0;40.0;Azul;GO;224.0;4.0;1;3578.27;01/07/2019
Acessórios;5.0;15.0;;PE;225.0;1.0;1;35.0;01/08/2019
Acessórios;7.0;17.0;Vermelho;MG;226.0;2.0;1;32.6;01/11/2019
Acessórios;4.0;13.0;;MG;226.0;2.0;1;29.99;01/10/2019
Acessórios;5.0;9.0;;GO;227.0;4.0;1;2.29;01/11/2019
Acessórios;6.0;14.0;;GO;227.0;4.0;1;3578.27;01/08/2019
Roupas;17.0;40.0;Azul;PR;227.0;5.0;1;3578.27;01/09/2019
Acessórios;5.0;10.0;;PR;227.0;5.0;1;4.99;01/11/2019
Acessórios;5.0;28.0;;PI;228.0;3.0;1;3578.27;01/11/2019
Acessórios;5.0;21.0;;TO;229.0;3.0;1;3578.27;01/11/2019
Roupas;14.0;33.0;Multi;TO;229.0;3.0;1;1700.99;01/08/2019
Bicicletas;1.0;4.0;Preto;SP;230.0;2.0;1;1120.49;01/11/2019
Bicicletas;1.0;4.0;Prata;PB;232.0;1.0;1;1120.49;01/11/2019
Bicicletas;2.0;29.0;Preto;PB;232.0;1.0;1;2384.07;01/08/2019
Bicicletas;2.0;5.0;Vermelho;SP;233.0;2.0;1;1214.85;01/11/2019
Acessórios;4.0;31.0;;BA;234.0;1.0;1;3399.99;01/07/2019
Bicicletas;9.0;22.0;Amarela;BA;234.0;1.0;1;24.49;01/10/2019
Bicicletas;2.0;6.0;Amarela;PI;235.0;3.0;1;49.99;01/11/2019
Bicicletas;9.0;22.0;Azul;PI;235.0;3.0;1;53.99;01/12/2019
Bicicletas;2.0;29.0;Preto;GO;237.0;4.0;3;10734.81;01/11/2019
Roupas;14.0;33.0;Multi;MA;238.0;1.0;2;69.98;01/11/2019
Acessórios;5.0;19.0;;MG;239.0;2.0;1;3399.99;01/11/2019
Bicicletas;2.0;5.0;Vermelho;MG;239.0;2.0;1;3399.99;01/10/2019
Roupas;15.0;34.0;Amarela;SE;242.0;1.0;1;8.99;01/11/2019
Acessórios;4.0;13.0;;PR;244.0;5.0;1;3.99;01/12/2019
Acessórios;4.0;8.0;;PR;245.0;5.0;1;2294.99;01/12/2019
Roupas;14.0;33.0;Multi;SC;247.0;5.0;1;1700.99;01/12/2019
Acessórios;4.0;31.0;;GO;248.0;4.0;1;3578.27;01/12/2019
Acessórios;5.0;28.0;;GO;248.0;4.0;1;3578.27;01/09/2019
Bicicletas;1.0;4.0;Prata;RO;249.0;3.0;1;539.99;01/10/2019
Acessórios;4.0;31.0;;SC;250.0;5.0;1;2384.07;01/09/2019
Acessórios;11.0;25.0;;SP;252.0;2.0;1;742.35;01/12/2019
Acessórios;7.0;17.0;Preto;GO;253.0;4.0;1;3578.27;01/12/2019
Acessórios;7.0;17.0;Azul;PB;254.0;1.0;1;3578.27;01/12/2019
Acessórios;7.0;17.0;Vermelho;RN;255.0;1.0;1;742.35;01/12/2019
Acessórios;8.0;18.0;Prata;SP;256.0;2.0;1;3578.27;01/12/2019
Acessórios;4.0;13.0;;SP;256.0;2.0;1;3578.27;01/12/2019
Acessórios;5.0;9.0;;SP;257.0;2.0;1;8.99;01/12/2019
Bicicletas;9.0;22.0;Azul;SP;257.0;2.0;1;3578.27;01/07/2019
Acessórios;5.0;10.0;;AM;258.0;3.0;1;24.49;01/12/2019
Bicicletas;9.0;23.0;Azul;MS;261.0;4.0;2;109.98;01/10/2019
Componentes;20.0;53.0;Prata;RS;263.0;5.0;1;9.99;01/09/2019
Bicicletas;1.0;4.0;Prata;RS;264.0;5.0;2;7156.54;01/10/2019
Acessórios;5.0;11.0;;SC;265.0;5.0;1;4.99;01/12/2019
Acessórios;5.0;28.0;;MG;267.0;2.0;1;3374.99;01/12/2019
Bicicletas;2.0;12.0;Amarela;MG;267.0;2.0;1;35.0;01/09/2019
Acessórios;5.0;21.0;;PR;268.0;5.0;1;32.6;01/12/2019
Bicicletas;1.0;4.0;Prata;PA;269.0;3.0;1;3374.99;01/09/2019
Bicicletas;1.0;4.0;Preto;BA;270.0;1.0;1;3374.99;01/12/2019
Bicicletas;1.0;32.0;Prata;ES;272.0;2.0;1;24.99;01/12/2019
Bicicletas;2.0;5.0;Preto;MG;273.0;2.0;1;3399.99;01/12/2019
Bicicletas;2.0;5.0;Preto;SP;274.0;2.0;1;4.99;01/12/2019
Bicicletas;2.0;5.0;Vermelho;MG;276.0;2.0;1;3399.99;01/12/2019
Bicicletas;2.0;12.0;Amarela;AL;277.0;1.0;1;2294.99;01/12/2019
Bicicletas;2.0;6.0;Amarela;ES;279.0;2.0;1;564.99;01/12/2019
Bicicletas;9.0;22.0;Azul;MA;280.0;1.0;1;2443.35;01/12/2019
Roupas;13.0;30.0;Preto;MG;282.0;2.0;1;3578.27;01/12/2019
Bicicletas;2.0;5.0;Preto;RS;284.0;5.0;1;8.99;03/06/2019
Acessórios;4.0;31.0;;SC;286.0;5.0;1;24.99;01/09/2019
Acessórios;5.0;10.0;;MT;289.0;4.0;1;3578.27;01/10/2019
Acessórios;5.0;10.0;;MT;289.0;4.0;1;3.99;01/07/2019
Acessórios;5.0;20.0;;RO;290.0;3.0;1;3578.27;01/08/2019
Bicicletas;1.0;4.0;Prata;RO;290.0;3.0;1;8.99;01/07/2019
Acessórios;7.0;17.0;Azul;MG;295.0;2.0;1;3578.27;01/12/2019
Acessórios;6.0;14.0;;PI;296.0;3.0;1;3578.27;01/11/2019
Roupas;15.0;34.0;Amarela;PB;300.0;1.0;1;3578.27;01/08/2019
Acessórios;5.0;20.0;;SP;301.0;2.0;1;3578.27;01/12/2019
Bicicletas;9.0;39.0;Amarela;CE;307.0;1.0;2;7156.54;01/11/2019
Bicicletas;2.0;5.0;Vermelho;SP;310.0;2.0;1;2443.35;01/02/2019
Roupas;15.0;34.0;Amarela;PB;312.0;1.0;1;3374.99;01/11/2019
Roupas;13.0;30.0;Preto;PB;312.0;1.0;1;782.99;01/09/2019
Roupas;14.0;33.0;Multi;PE;312.0;1.0;1;2443.35;01/10/2019
Bicicletas;2.0;5.0;Vermelho;RS;313.0;5.0;1;3399.99;01/08/2019
Roupas;15.0;34.0;Amarela;RJ;321.0;2.0;1;3578.27;01/09/2019
Acessórios;5.0;10.0;;RS;322.0;5.0;1;3578.27;01/08/2019
Acessórios;4.0;8.0;;TO;325.0;3.0;1;3578.27;01/10/2019
Acessórios;5.0;11.0;;PB;326.0;1.0;1;3578.27;01/10/2019
Acessórios;8.0;18.0;Prata;GO;328.0;4.0;1;3578.27;01/09/2019
Bicicletas;1.0;4.0;Prata;MG;329.0;2.0;1;3399.99;01/04/2019
Bicicletas;1.0;4.0;Preto;RS;330.0;5.0;1;3399.99;01/09/2019
Bicicletas;2.0;6.0;Amarela;GO;331.0;4.0;1;3399.99;01/10/2019
Acessórios;5.0;21.0;;PI;334.0;3.0;1;3578.27;01/11/2019
Roupas;13.0;30.0;Preto;RS;336.0;5.0;1;782.99;01/10/2019
Bicicletas;1.0;4.0;Preto;RS;336.0;5.0;1;3399.99;01/10/2019
Acessórios;4.0;31.0;;RS;339.0;5.0;2;9.98;01/11/2019
Componentes;18.0;41.0;Amarela;RS;339.0;5.0;2;17.98;01/07/2019
Bicicletas;1.0;4.0;Prata;SP;340.0;2.0;1;34.99;01/01/2019
Bicicletas;1.0;35.0;Preto;SE;345.0;1.0;1;539.99;01/08/2019
Acessórios;5.0;15.0;;SE;345.0;1.0;1;3399.99;01/08/2019
Acessórios;7.0;17.0;Vermelho;PR;346.0;5.0;1;53.99;01/09/2019
Acessórios;5.0;15.0;;PA;347.0;3.0;2;4.58;01/10/2019
Bicicletas;9.0;22.0;Amarela;SC;353.0;5.0;1;21.49;01/07/2019
Acessórios;11.0;25.0;;RS;355.0;5.0;1;3578.27;01/09/2019
Bicicletas;2.0;6.0;Amarela;RS;355.0;5.0;1;2443.35;01/09/2019
Bicicletas;1.0;4.0;Prata;SP;362.0;2.0;1;3578.27;01/04/2019
Bicicletas;2.0;3.0;Preto;PE;364.0;1.0;1;3578.27;01/05/2019
Roupas;15.0;36.0;Multi;PE;364.0;1.0;1;3578.27;01/09/2019
Bicicletas;2.0;6.0;Amarela;MG;365.0;2.0;1;539.99;01/04/2019
Acessórios;5.0;38.0;;MG;365.0;2.0;1;4.99;01/09/2019
Componentes;20.0;53.0;Prata;MG;365.0;2.0;1;17.98;01/07/2019
Bicicletas;2.0;6.0;Amarela;RS;374.0;5.0;1;3374.99;01/07/2019
Acessórios;4.0;31.0;;TO;374.0;3.0;1;8.99;01/12/2019
Acessórios;4.0;13.0;;SC;375.0;5.0;1;53.99;01/08/2019
Acessórios;5.0;16.0;;BA;378.0;1.0;1;3399.99;01/07/2019
Acessórios;5.0;11.0;;BA;379.0;1.0;1;4.99;01/09/2019
Bicicletas;2.0;3.0;Preto;BA;379.0;1.0;1;3399.99;01/04/2019
Bicicletas;2.0;6.0;Amarela;RS;381.0;5.0;1;34.99;01/01/2019
Bicicletas;2.0;3.0;Preto;RS;381.0;5.0;1;54.99;01/04/2019
Acessórios;7.0;17.0;Preto;RS;383.0;5.0;1;24.99;01/11/2019
Componentes;27.0;61.0;Preto;MS;384.0;4.0;1;3578.27;01/09/2019
Acessórios;5.0;28.0;;AM;386.0;3.0;1;742.35;01/12/2019
Roupas;14.0;33.0;Multi;AM;386.0;3.0;1;24.49;01/09/2019
Componentes;23.0;47.0;;PB;389.0;1.0;2;9.98;01/09/2019
Roupas;10.0;24.0;Branca;RN;396.0;1.0;1;24.99;01/09/2019
Bicicletas;2.0;6.0;Amarela;MT;397.0;4.0;1;2319.99;01/11/2019
Bicicletas;2.0;5.0;Vermelho;PA;398.0;3.0;1;2319.99;01/01/2019
Acessórios;5.0;10.0;;PE;399.0;1.0;1;1700.99;01/09/2019
Bicicletas;1.0;4.0;Prata;BA;401.0;1.0;1;49.99;01/07/2019
Bicicletas;1.0;4.0;Prata;MA;404.0;1.0;1;53.99;01/02/2019
Acessórios;5.0;38.0;;PR;404.0;5.0;1;53.99;01/10/2019
Acessórios;12.0;26.0;;SC;405.0;5.0;1;69.99;01/12/2019
Roupas;13.0;30.0;Preto;MG;407.0;2.0;1;1700.99;01/10/2019
Roupas;16.0;37.0;Preto;MG;408.0;2.0;1;1700.99;01/09/2019
Acessórios;5.0;11.0;;BA;413.0;1.0;1;29.99;01/09/2019
Acessórios;5.0;11.0;;PE;419.0;1.0;3;11.97;01/07/2019
Acessórios;11.0;25.0;;BA;424.0;1.0;1;34.99;01/10/2019
Acessórios;4.0;13.0;;PI;426.0;3.0;1;34.99;01/11/2019
Roupas;15.0;36.0;Multi;SP;431.0;2.0;1;1700.99;01/10/2019
Roupas;15.0;34.0;Amarela;RS;433.0;5.0;1;1214.85;01/09/2019
Bicicletas;2.0;29.0;Preto;RJ;436.0;2.0;1;53.99;01/09/2019
Roupas;13.0;30.0;Preto;RJ;436.0;2.0;3;26.97;01/08/2019
Bicicletas;1.0;4.0;Preto;RS;438.0;5.0;1;9.99;01/09/2019
Acessórios;5.0;28.0;;RS;438.0;5.0;1;782.99;01/10/2019
Acessórios;3.0;7.0;;SP;439.0;2.0;1;34.99;01/10/2019
Componentes;24.0;49.0;Preto;SP;440.0;2.0;1;34.99;01/09/2019
Acessórios;5.0;19.0;;BA;441.0;1.0;1;782.99;01/10/2019
Roupas;14.0;33.0;Multi;TO;441.0;3.0;1;35.0;01/11/2019
Bicicletas;1.0;4.0;Preto;PR;442.0;5.0;1;2384.07;01/10/2019
Bicicletas;2.0;5.0;Vermelho;SC;443.0;5.0;1;4.99;01/07/2019
